Id,Expected
85a04faeeb2b535797395305af926a6f_1,915736 5 915746 5 917016 5 917026 5 918296 5 918306 5 919576 5 919586 5 920846 30 922126 30 923406 30 924686 30 925956 45 927236 45 928516 45 929796 45 931071 50 932351 50 933631 50 934911 50 936186 55 937466 55 938746 55 940026 55 941291 65 942571 65 943851 65 945116 5 945126 65 946396 5 946406 65 947676 5 947686 65 948956 5 948966 65 950226 85 951506 85 952786 85 954066 85 955336 5 955346 80 956616 5 956626 80 957896 5 957906 80 959176 5 959186 80 960441 100 961721 100 963001 100 964281 100 965556 5 965566 95 966836 5 966846 95 968116 5 968126 95 969396 5 969406 95 970671 105 971951 105 973231 105 974511 105 975786 5 975796 100 977066 5 977076 100 978346 5 978356 100 979626 5 979636 100 980891 120 982171 120 983451 120 984731 120 986016 115 987296 115 988576 115 989856 115 991136 115 992416 115 993696 115 994981 110 996261 110 997541 110 998821 110 1000106 105 1001386 105 1002666 105 1003946 105 1005226 105 1006506 105 1007786 105 1009066 105 1010346 105 1011626 105 1012906 105 1014186 105 1015471 100 1016751 100 1018031 100 1019311 100 1020596 95 1021876 95 1023156 95 1024436 95 1025716 95 1026996 95 1028276 95 1029556 95 1030841 90 1032121 90 1033401 90 1034691 80 1035971 80 1037251 80 1038531 80 1039816 70 1041096 70 1042376 70 1043656 70 1044946 60 1046226 60 1047506 60 1048786 60 1050071 50 1051351 50 1052631 50 1053911 50 1055201 40 1056481 40 1057761 40 1059041 40 1060326 30 1061606 30 1062886 30 1064166 30
1db239dda50f954ba59c7de13a35276a_0,519146 15 520426 15 521706 15 522971 45 524251 45 525531 45 526811 45 528086 60 529366 60 530646 60 531926 60 533201 70 534481 70 535761 70 537041 70 538316 80 539596 80 540876 80 542156 80 543431 90 544711 90 545991 90 547266 100 548546 100 549826 100 551106 100 552386 105 553666 105 554946 105 556226 105 557501 115 558781 115 560061 115 561341 115 562621 115 563901 115 565181 115 566461 115 567736 125 569016 125 570296 125 571576 125 572856 125 574136 125 575416 125 576696 130 577976 130 579256 130 580536 130 581811 135 583091 135 584371 135 585651 135 586931 135 588211 135 589491 135 590771 135 592046 145 593326 145 594606 145 595886 145 597166 145 598446 145 599726 145 601006 145 602286 145 603566 145 604846 145 606126 145 607406 145 608686 145 609966 145 611246 145 612526 145 613806 145 615086 145 616366 145 617646 145 618926 145 620206 145 621486 145 622766 145 624046 145 625326 145 626606 145 627886 145 629166 145 630446 145 631726 145 633006 145 634286 145 635566 145 636846 145 638126 145 639406 145 640686 145 641966 145 643246 145 644526 145 645806 145 647086 145 648366 145 649646 145 650921 145 652201 145 653481 145 654761 145 656041 145 657321 145 658601 145 659881 145 661161 145 662441 145 663721 145 665001 145 666281 145 667561 145 668841 145 670121 140 671401 140 672681 140 673961 140 675241 140 676521 140 677801 140 679086 130 680366 130 681646 130 682926 130 684206 130 685486 130 686766 130 688046 130 689326 125 690606 125 691886 125 693166 125 694451 115 695731 115 697011 115 698291 115 699571 115 700851 115 702131 115 703411 115 704696 105 705976 105 707256 105 708536 95 709816 95 711096 95 712376 95 713661 85 714941 85 716221 85 717501 85 718791 65 720071 65 721351 65 722631 65 723926 40 725206 40 726486 40 727766 40
1db239dda50f954ba59c7de13a35276a_1,
782707d7c359e27888daefee82519763_0,336071 15 337351 15 338631 15 339911 15 341196 5 342476 5 343756 5 345036 5 346301 25 347581 25 348861 25 350141 20 351421 20 352701 20 353981 20 355251 30 356531 30 357811 30 359091 30 360371 30 361651 30 362931 30 364211 30 365486 35 366766 35 368046 35 369326 30 370606 30 371886 30 373166 30 374446 30 375726 30 377006 30 378286 30 379566 25 380846 25 382126 25 383406 25 384681 35 384741 5 385961 35 386021 5 387241 35 387301 5 388521 30 389801 30 391081 30 392361 30 393641 35 393681 5 393691 5 393701 5 393711 5 394921 35 394961 5 394971 5 394981 5 394991 5 396201 35 396241 5 396251 5 396261 5 396271 5 397481 35 397521 5 397531 5 397541 5 397551 5 398761 65 400041 65 401321 65 402601 65 403886 60 405166 60 406446 60 407726 60 409006 60 410286 60 411566 60 412846 60 414126 60 415406 60 416686 60 417971 50 419251 50 420531 50 421811 50 423096 35 424376 35 425656 35 426946 15 428226 15 429506 15 430786 15
782707d7c359e27888daefee82519763_1,327116 20 328396 20 329676 20 330946 40 332226 40 333506 40 334786 40 336066 5 336086 25 337346 5 337366 25 338626 5 338646 25 339906 5 339926 25 341181 15 341201 35 342461 15 342481 35 343741 15 343761 35 345021 15 345041 35 346296 5 346326 30 347576 5 347606 30 348856 5 348886 30 350136 5 350161 40 351416 5 351441 40 352696 5 352721 40 353976 5 354001 40 355281 40 356561 40 357841 40 359121 40 360401 40 361681 40 362961 40 364241 40 365521 40 366801 40 368081 40 369356 45 370636 45 371916 45 373196 45 374476 45 375756 45 377036 45 378316 45 379591 50 380871 50 382151 50 383431 50 384716 25 384746 15 385996 25 386026 15 387276 25 387306 15 388551 45 389831 45 391111 45 392391 45 393676 5 393686 5 393696 5 393706 5 394956 5 394966 5 394976 5 394986 5 396236 5 396246 5 396256 5 396266 5 397516 5 397526 5 397536 5 397546 5 398826 10 400106 10 401386 10 402666 10 403946 5 405226 5 406506 5 561366 15 562646 15 563926 15 565206 15 566481 30 567761 30 569041 30 570321 30 571596 35 572876 35 574156 35 575436 35 576666 40 576711 45 577946 40 577991 45 579226 40 579271 45 580506 90 581786 90 583066 90 584346 90 585631 80 586911 80 588191 80 589471 80 590751 80 592031 80 593311 80 594591 80 595876 70 597156 70 598436 70 599721 60 601001 60 602281 60 603561 60 604846 55 606126 55 607406 55 608686 55 609976 40 611256 40 612536 40 613816 40 615111 10 616391 10 617671 10
6b83ef461c2a337948a41964c1d4f50a_0,582721 20 584001 20 585281 20 586561 20 587841 30 589121 30 590401 30 591681 30 592961 35 594241 35 595521 35 596806 45 598086 45 599366 45 600646 45 601931 50 603211 50 604491 50 605771 50 607051 55 608331 55 609611 55 610891 55 612176 60 613456 60 614736 60 616016 60 617301 60 618581 60 619861 60 621141 60 622421 65 623701 65 624981 65 626261 65 627546 65 628826 65 630106 65 631386 65 632666 70 633946 70 635226 70 636511 70 637791 70 639071 70 640351 70 641631 75 642911 75 644191 75 645471 75 646756 80 648036 80 649316 80 650596 80 651876 85 653156 85 654436 85 655716 85 657001 85 658281 85 659561 85 660841 85 662121 95 663401 95 664681 95 665961 95 667246 100 668526 100 669806 100 671086 100 672366 105 673646 105 674926 105 676206 105 677491 110 678771 110 680051 110 681331 115 682611 115 683891 115 685171 115 686456 115 687736 115 689016 115 690296 115 691576 115 692856 115 694136 115 695416 115 696696 120 697976 120 699256 120 700536 120 701821 120 703101 120 704381 120 705661 120 706941 125 708221 125 709501 125 710781 125 712061 125 713341 125 714621 125 715901 125 717186 125 718466 125 719746 125 721026 125 722306 130 723586 130 724866 130 726146 135 727426 135 728706 135 729986 135 731271 135 732551 135 733831 135 735111 135 736391 135 737671 135 738951 135 740231 135 741516 135 742796 135 744076 135 745356 135 746636 140 747916 140 749196 140 750476 140 751761 140 753041 140 754321 140 755601 140 756881 140 758161 140 759441 140 760721 140 762006 140 763286 140 764566 140 765846 140 767126 145 768406 145 769686 145 770971 140 772251 140 773531 140 774811 140 776091 145 777371 145 778651 145 779931 145 781216 140 782496 140 783776 140 785056 140 786341 140 787621 140 788901 140 790181 140 791461 145 792741 145 794021 145 795301 145 796586 145 797866 145 799146 145 800426 145 801711 140 802991 140 804271 140 805551 140 806836 140 808116 140 809396 140 810676 140 811956 145 813236 145 814516 145 815801 145 817081 145 818361 145 819641 145 820926 140 822206 140 823486 140 824766 140 826051 140 827331 140 828611 140 829891 140 831181 135 832461 135 833741 135 835021 135 836306 135 837586 135 838866 135 840146 135 841436 130 842716 130 843996 130 845276 130 846561 130 847841 130 849121 130 850401 130 851691 120 852971 120 854251 120 855531 120 856826 110 858106 110 859386 110 860676 100 861956 100 863236 100 864516 100 865801 100 867081 100 868361 100 869641 100 870931 95 872211 95 873491 95 874771 95 876056 90 877336 90 878616 90 879896 90 881186 75 882466 75 883746 75 885026 75 886311 75 887591 75 888871 75 890151 75 891436 70 892716 70 893996 70 895276 70 896561 65 897841 65 899121 65 900411 50 901691 50 902971 50 904251 50 905546 20 906826 20 908106 20 909386 20
6b83ef461c2a337948a41964c1d4f50a_1,881261 5 882541 5 883821 5 885101 5 886386 5 887666 5 888946 5 890226 5
c695325ded465efde988dfb96d081533_0,145236 45 146516 45 147796 45 149076 45 150331 125 151611 125 152891 125 154151 150 155431 150 156711 150 157991 150 159266 165 160546 165 161826 165 163106 165 164386 165 165666 165 166946 165 168226 165 169506 170 170786 170 172066 170 173346 170 174626 170 175906 170 177186 170 178466 170 179746 175 181026 175 182306 175 183586 175 184871 170 186151 170 187431 170 188711 170 189991 175 191271 175 192551 175 193831 175 195111 175 196391 175 197671 175 198951 175 200231 175 201511 175 202791 175 204076 175 205356 175 206636 175 207916 175 209196 175 210476 175 211756 175 213036 175 214316 175 215596 175 216876 175 218156 175 219441 170 220721 170 222001 170 223281 170 224561 170 225841 170 227121 170 228401 170 229686 165 230966 165 232246 165 233526 165 234806 165 236086 165 237366 165 238646 165 239931 160 241211 160 242491 160 243771 160 245051 160 246331 160 247611 160 248896 155 250176 155 251456 155 252736 155 254016 155 255296 155 256576 155 257856 155 259141 150 260421 150 261701 150 262981 150 264261 150 265541 150 266821 150 268101 150 269381 150 270661 150 271941 150 273221 150 274506 145 275786 145 277066 145 278346 145 279626 145 280906 145 282186 145 283466 145 284746 145 286026 145 287306 145 288591 140 289871 140 291151 140 292431 140 293711 140 294991 140 296271 140 297551 140 298836 135 300116 135 301396 135 302676 135 303956 135 305236 135 306516 135 307796 135 309081 130 310361 130 311641 130 312921 130 314201 125 315481 125 316761 125 318041 125 319326 120 320606 120 321886 120 323166 120 324451 110 325731 110 327011 110 328291 110 329576 100 330856 100 332136 100 333421 95 334701 95 335981 95 337261 95 338546 85 339826 85 341106 85 342386 85 343666 85 344946 85 346226 85 347506 85 348796 75 350076 75 351356 75 352636 75 353921 65 355201 65 356481 65 357761 65 359051 55 360331 55 361611 55 362891 55 364176 50 365456 50 366736 50 368016 50 369311 30 370591 30 371871 30 373151 30
c695325ded465efde988dfb96d081533_1,1035141 5 1036421 5 1037701 5 1038981 5 1040231 40 1041511 40 1042791 40 1044071 40 1045346 50 1046626 50 1047906 50 1049186 50 1050461 60 1051741 60 1053021 60 1054301 60 1055581 60 1056861 60 1058141 60 1059421 60 1060696 70 1061976 70 1063256 70 1064536 70 1065816 70 1067096 70 1068376 70 1069656 70 1070936 70 1072216 70 1073496 70 1074776 70 1076056 70 1077336 70 1078616 70 1079896 75 1081176 75 1082456 75 1083736 75 1085036 50 1086316 50 1087596 50 1088876 50 1090166 45 1091446 45 1092726 45 1094006 45 1095291 35 1096571 35 1097851 35 1099131 35 1100276 35 1100411 35 1101556 35 1101691 35 1102836 35 1102971 35 1104116 35 1104251 35 1105381 65 1105531 30 1106661 65 1106811 30 1107941 65 1108091 30 1109221 65 1109371 30 1110491 90 1110656 15 1110676 5 1111771 90 1111936 15 1111956 5 1113051 90 1113216 15 1113236 5 1114331 90 1114496 15 1114516 5 1115601 105 1115771 25 1116881 105 1117051 25 1118161 105 1118331 25 1119441 105 1119611 25 1120716 105 1120896 5 1121996 105 1122176 5 1123276 105 1123456 5 1124551 110 1124726 5 1125831 110 1126006 5 1127111 110 1127286 5 1128391 110 1128566 5 1129666 95 1130946 95 1132226 95 1133506 95 1134781 95 1136061 95 1137341 95 1138621 95 1139901 90 1141181 90 1142461 90 1143741 90 1145021 90 1146301 90 1147581 90 1148861 90 1150141 90 1151421 90 1152701 90 1153981 90 1155266 85 1155381 5 1156546 85 1156661 5 1157826 85 1157941 5 1159106 85 1159221 5 1160386 85 1160496 10 1161666 85 1161776 10 1162946 85 1163056 10 1164226 85 1164326 25 1165506 85 1165606 25 1166786 85 1166886 25 1168066 85 1168166 25 1169351 80 1169446 25 1170631 80 1170726 25 1171911 80 1172006 25 1173191 80 1173286 25 1174471 75 1174561 30 1175751 75 1175841 30 1177031 75 1177121 30 1178311 75 1178401 30 1179596 65 1179686 15 1180876 65 1180966 15 1182156 65 1182246 15 1183436 65 1183526 15 1184721 45 1186001 45 1187281 45 1188561 45 1189846 25 1191126 25 1192406 25 1193686 25
285e26c90e1797c77826f9a7021bab9f_0,
285e26c90e1797c77826f9a7021bab9f_1,561276 25 562556 25 563836 25 565116 25 566381 55 567661 55 568941 55 570221 55 571486 90 572766 90 574046 90 575326 90 576596 115 577876 115 579156 115 580426 135 581706 135 582986 135 584266 135 585541 150 586821 150 588101 150 589381 150 590651 170 591931 170 593211 170 594491 170 595761 185 597041 185 598321 185 599591 200 600871 200 602151 200 603431 200 604706 210 605986 210 607266 210 608546 210 609816 225 611096 225 612376 225 613656 225 614931 235 616211 235 617491 235 618766 245 620046 245 621326 245 622606 245 623886 250 625166 250 626446 250 627726 250 629001 260 630281 260 631561 260 632841 265 634121 265 635401 265 636681 265 637956 275 639236 275 640516 275 641796 275 643076 275 644356 275 645636 275 646916 275 648196 280 649476 280 650756 280 652031 285 653311 285 654591 285 655871 285 657151 290 658431 290 659711 290 660991 290 662271 290 663551 290 664831 290 666111 290 667391 295 668671 295 669951 295 671226 305 672506 305 673786 305 675066 305 676346 305 677626 305 678906 305 680186 305 681466 310 682746 310 684026 310 685306 310 686581 315 687861 315 689141 315 690421 320 691701 320 692981 320 694261 320 695541 320 696821 320 698101 320 699381 320 700661 320 701941 320 703221 320 704501 320 705776 330 707056 330 708336 330 709616 330 710896 330 712176 330 713456 330 714736 330 716016 330 717296 330 718576 330 719856 330 721136 330 722416 330 723696 330 724976 335 726256 335 727536 335 728816 335 730096 335 731376 335 732656 335 733936 335 735216 335 736496 335 737776 335 739056 335 740336 335 741616 335 742896 335 744176 340 745456 340 746736 340 748016 340 749296 340 750576 340 751856 340 753136 345 754416 345 755696 345 756976 345 758256 345 759536 345 760816 345 762096 345 763381 340 764661 340 765941 340 767221 345 768501 345 769781 345 771061 345 772341 345 773621 345 774901 345 776181 345 777461 350 778741 350 780021 350 781301 350 782586 345 783866 345 785146 345 786426 345 787706 345 788986 345 790266 345 791546 350 792826 350 794106 350 795386 350 796671 345 797951 345 799231 345 800511 345 801796 340 803076 340 804356 340 805636 340 806916 340 808196 340 809476 340 810756 345 812036 345 813316 345 814596 345 815876 345 817156 345 818436 345 819716 345 821001 340 822281 340 823561 340 824841 340 826121 340 827401 340 828681 340 829961 340 831241 340 832521 340 833801 340 835081 340 836361 340 837641 340 838921 340 840201 340 841481 340 842761 340 844041 345 845321 345 846601 345 847881 345 849161 340 850441 340 851721 340 853001 340 854286 335 855566 335 856846 335 858126 335 859406 335 860686 335 861966 335 863251 330 864531 330 865811 330 867091 330 868376 325 869656 325 870936 325 872216 325 873501 320 874781 320 876061 320 877341 320 878626 315 879906 315 881186 315 882471 310 883751 310 885031 310 886311 310 887596 300 888876 300 890156 300 891436 300 892721 295 894001 295 895281 295 896561 295 897846 290 899126 290 900406 290 901686 285 902966 285 904246 285 905526 285 906811 280 908091 280 909371 280 910651 280 911936 275 913216 275 914496 275 915776 275 917056 275 918336 275 919616 275 920901 265 922181 265 923461 265 924741 265 926026 260 927306 260 928586 260 929866 260 931151 250 932431 250 933711 250 935001 240 936281 240 937561 240 938841 240 940126 230 941406 230 942686 230 943966 230 945256 215 946536 215 947816 215 949096 215 950386 195 951666 195 952946 195 954236 180 955516 180 956796 180 958076 180 959366 160 960646 160 961926 160 963206 160 964496 145 965776 145 967056 145 968336 145 969621 135 970901 135 972181 135 973466 120 974746 120 976026 120 977306 120 978591 80 979871 80 981151 80 982431 80 983716 70 984996 70 986276 70 987556 70 988841 55 990121 55 991401 55 992686 45 993966 45 995246 45 996526 45 997811 35 999091 35 1000371 35 1001651 35 1002936 25 1004216 25 1005496 25 1006776 25
